,geometry,OBJECTID,NAME,ADDRESS,BUILDING_DESCRIPTION,PARCEL_ID,BRT_ID,TENCODE_ID,GROSS_AREA,Shape__Area,Shape__Length
277,"POLYGON ((-75.1570835973265 39.9486928430126, -75.1571239683216 39.9486971325858, -75.1571633010257 39.9487024627784, -75.1571944118146 39.9485551052243, -75.1571151200904 39.9485451551046, -75.1570835973265 39.9486928430126))",278,Thomas Jefferson University,927 WALNUT ST,REST'RNT W/BAR MASONRY,541281,882626800,8114000927,1226,1226.72930908203,154.053344278687
278,"POLYGON ((-75.15656563415619 39.9491199477144, -75.15677596557509 39.9491462245922, -75.1567793424107 39.9491466388141, -75.15681222492449 39.9489880379387, -75.1568224941817 39.9489379436967, -75.1569068226225 39.9485195555016, -75.15669308068 39.9484934909429, -75.15656563415619 39.9491199477144))",279,Thomas Jefferson University,919-21 WALNUT ST,OFF/BLD N/COMM W-PKG MASO,72658,771695000,8114000919,14030,14049.2053833008,583.578297128798
279,"POLYGON ((-75.15946460066981 39.9482034635577, -75.1596138918773 39.9482221162869, -75.1596214733113 39.9481876253396, -75.15962590180639 39.9481674839809, -75.15917930725089 39.948111553232, -75.1591671086576 39.9481661812381, -75.15946460066981 39.9482034635577))",280,Thomas Jefferson University,214 S 11TH ST,OFF/BLD N/PKG N/COM MASON,173936,771013100,8802000214,2460,2562.37677001953,294.149343510476
280,"POLYGON ((-75.15760193974501 39.9478778022006, -75.1590217423018 39.9480550405816, -75.1590339249472 39.9480002500453, -75.1590497226823 39.9479292768885, -75.1591186480829 39.9476194779553, -75.15868912520941 39.9475657995163, -75.1576998682029 39.9474420861832, -75.1576387731845 39.9477138888276, -75.15762704346869 39.9477660458885, -75.15760193974501 39.9478778022006))",281,Thomas Jefferson University,1001 LOCUST ST,SCHOOL 6STY MASONRY,22663,771016000,5138001001,63360,64913.215637207,1128.34406599824
281,"POLYGON ((-75.15570032919899 39.9493342016708, -75.1556126842016 39.9497564146636, -75.1556402221665 39.9497598261372, -75.155731608753 39.9497711779597, -75.1558479259118 39.9497856731292, -75.1559651276058 39.9498000908723, -75.1560496968593 39.9498106269251, -75.15609563761539 39.9495909206691, -75.15617896011599 39.9491847937375, -75.1561066096864 39.9491756783589, -75.1559775625754 39.9491594286971, -75.1559175058138 39.9491519931906, -75.15586033909599 39.9491456717967, -75.1557412355606 39.9491312091063, -75.15570032919899 39.9493342016708))",282,Thomas Jefferson University,900 CHESTNUT ST,PARKING LOT COMMERCIAL,653403,882493010,2282000900,28750,28658.7269287109,709.803815843162
282,"POLYGON ((-75.15900960022429 39.950171355736, -75.1590941074173 39.9501818529823, -75.1592287065274 39.9495618130121, -75.1591582824026 39.9495530638448, -75.1590830489296 39.9498996377592, -75.15906896310121 39.9498978878902, -75.15900960022429 39.950171355736))",283,Thomas Jefferson University,1108 CHESTNUT ST,STR/OFF 5 STY MASONRY,212785,882495000,2282001108,4984,4983.93127441406,506.000926922326
283,"POLYGON ((-75.1590941074173 39.9501818529823, -75.1591997429075 39.9501949744857, -75.15925851943381 39.9499242152907, -75.1593343410112 39.9495749361922, -75.1592287065274 39.9495618130121, -75.1590941074173 39.9501818529823))",284,Thomas Jefferson University,1110 CHESTNUT ST,STORE 2 STY MASONRY,440445,882495100,2282001110,6870,6869.84844970703,517.999360354192
284,"POLYGON ((-75.19222788402151 40.0615308534295, -75.1922981730451 40.0616273785282, -75.1923576321641 40.0615721550585, -75.1924587801747 40.0614806867828, -75.1924842859153 40.0614552046749, -75.1925765947269 40.0613711323158, -75.192604935018 40.0613444563729, -75.1925561668379 40.0613119700091, -75.19250185466031 40.0612757814344, -75.19249509653 40.0612819506517, -75.19245239902349 40.0613238619289, -75.19222788402151 40.0615308534295))",285,Lutheran Theological Seminary,7314 GERMANTOWN AVE,DET W/D.GAR 2.5 STY STONE,240176,092238600,3666007314,4802,4801.99438476563,333.122869453851
285,"POLYGON ((-75.1902600649837 40.0625044622092, -75.1897170061844 40.0630143069112, -75.1899381884846 40.0631533956253, -75.1904812479068 40.0626435499084, -75.1902600649837 40.0625044622092))",286,Lutheran Theological Seminary,7238 BOYER ST,DET 2.5 STY STONE,537117,775508000,1862007238,19200,19199.9044799805,639.998733775969
286,"POLYGON ((-75.1912146798461 40.0636564420301, -75.1915459124001 40.0638655417758, -75.1918046594794 40.0636236698285, -75.1914768483737 40.0634112628292, -75.1912146798461 40.0636564420301))",287,Lutheran Theological Seminary,42 E GOWEN AVE,S/D CONV.APT 2.5STY MASON,465972,775523000,3786000042,13682,13779.0973510742,469.661507889731
287,"POLYGON ((-75.1904812479068 40.0626435499084, -75.1899381884846 40.0631533956253, -75.1910280675058 40.0638328114809, -75.1912146798461 40.0636564420301, -75.1914768483737 40.0634112628292, -75.1910385422035 40.0631270609182, -75.1909362673623 40.0630608127339, -75.19102184731111 40.0629805569981, -75.1904812479068 40.0626435499084))",288,Lutheran Theological Seminary,7300-18 BOYER ST,DET CONV.APT 2.5STY STONE,299155,775509000,1862007300,86523,86389.6671142578,1261.84243327291
288,"POLYGON ((-75.1887846745125 40.0624374013778, -75.1892354573866 40.0627163382732, -75.18948464656199 40.0624815899121, -75.1890361403172 40.0622005098723, -75.1887846745125 40.0624374013778))",289,Lutheran Theological Seminary,143 E MOUNT AIRY AVE,DET W/D.GAR 2.5 STY MASON,48523,091002015,5740000143,17958,17958.7973022461,545.716982575349
289,"POLYGON ((-75.1921770428589 40.0632752568504, -75.19240301785889 40.0630626359255, -75.1919236572401 40.0627644797516, -75.1916976793876 40.0629770996854, -75.1921770428589 40.0632752568504))",290,Lutheran Theological Seminary,20-22 E GOWEN AVE,APTS  5-50 UNTS MASONRY,398532,775521005,3786000020,17262,17262.1984863281,545.248499686377
290,"POLYGON ((-75.1921770428589 40.0632752568504, -75.1916976793876 40.0629770996854, -75.19139494337691 40.0627887975096, -75.1910385422035 40.0631270609182, -75.1914768483737 40.0634112628292, -75.1918046594794 40.0636236698285, -75.1921770891995 40.0632753029322, -75.1921770428589 40.0632752568504))",291,Lutheran Theological Seminary,30 E GOWEN AVE,APTS  5-50 UNTS MASONRY,263622,775522000,3786000030,47547,45367.3584594727,884.990892000826
291,"POLYGON ((-75.1910280675058 40.0638328114809, -75.1913597428495 40.0640395690935, -75.1915459124001 40.0638655417758, -75.1912146798461 40.0636564420301, -75.1910280675058 40.0638328114809))",292,Lutheran Theological Seminary,46 E GOWEN AVE,S/D CONV.APT 2.5STY MASON,341613,775524000,3786000046,9841,9872.57800292969,404.398805263355
292,"POLYGON ((-75.19059933810701 40.0614257200209, -75.1905403347331 40.0614817267254, -75.19048472555311 40.0615345122342, -75.1903609767779 40.0616519757104, -75.1903376872918 40.061674077514, -75.1902309141898 40.0617754063141, -75.1901622347696 40.061840584842, -75.1900929338203 40.0619063513557, -75.19000300878839 40.0619916921703, -75.18983296169399 40.0621530693063, -75.189821801999 40.0621636606418, -75.1897774734359 40.0622057283461, -75.1902600649837 40.0625044622092, -75.1904812479068 40.0626435499084, -75.19102184731111 40.0629805569981, -75.1909362673623 40.0630608127339, -75.1910385422035 40.0631270609182, -75.19139494337691 40.0627887975096, -75.1916976793876 40.0629770996854, -75.1919236572401 40.0627644797516, -75.19240301785889 40.0630626359255, -75.1927147750181 40.0627720101441, -75.1927308726173 40.062729464405, -75.19273861719191 40.0626855596528, -75.1927378388431 40.062641257083, -75.1927285560707 40.0625975283888, -75.192590049598 40.0624061520731, -75.1921273771022 40.0617663072459, -75.19135172882081 40.0607115822016, -75.19085193889541 40.061185948801, -75.1907919959058 40.0612428465149, -75.1907844995165 40.0612499623654, -75.1907320551247 40.0612997451497, -75.1907254429609 40.0613060193313, -75.1906643918236 40.0613639690008, -75.19059933810701 40.0614257200209))",293,Lutheran Theological Seminary,7241 GERMANTOWN AVE,SCHOOL 4STY MASONRY,63246,775515000,3666007241,365691,370704.916442871,2753.53035778863
293,"POLYGON ((-75.18973829449941 40.0622426200787, -75.18965399430959 40.0623220402292, -75.18965263129439 40.0623233253244, -75.1895722458907 40.062399059243, -75.189569321707 40.0624018151281, -75.18948464656199 40.0624815899121, -75.1892354573866 40.0627163382732, -75.1897170061844 40.0630143069112, -75.1902600649837 40.0625044622092, -75.1897774734359 40.0622057283461, -75.18973829449941 40.0622426200787))",294,Lutheran Theological Seminary,7204-06 BOYER ST,DET W/D.GAR 2.5 STY MASON,220867,775507000,1862007204,41815,41584.317199707,826.550905271578
294,"POLYGON ((-75.1890361403172 40.0622005098723, -75.18948464656199 40.0624815899121, -75.189569321707 40.0624018151281, -75.18912081905169 40.0621207381966, -75.1890361403172 40.0622005098723))",295,Lutheran Theological Seminary,135 E MOUNT AIRY AVE,SEMI/DET 2.5   STY STONE,369940,091001900,5740000135,6075,6074.97406005859,398.99933417079
295,"POLYGON ((-75.1630785795782 39.9557795970179, -75.1637087456872 39.9558656190981, -75.163731142963 39.9557642136624, -75.1637936101485 39.9554933419614, -75.1631587214231 39.9554098897992, -75.16315523800429 39.9554260115294, -75.1631003532535 39.9556797417873, -75.1630785795782 39.9557795970179))",296,Pennsylvania Academy of Fine Arts,130-40 N BROAD ST,SCHOOL 10-14STY MASONRY,240464,772724100,1914000130,24660,24662.5147705078,634.20925666471
296,"POLYGON ((-75.163189998403 39.95530080259, -75.1640978116896 39.9554213090786, -75.1641579693252 39.9551499490654, -75.16386650921621 39.9551107045604, -75.1638018818646 39.9551021548388, -75.1632423176972 39.9550280579661, -75.1632370625195 39.9550522164599, -75.1631832886565 39.9552999097553, -75.163189998403 39.95530080259))",297,Pennsylvania Academy of Fine Arts,118-26 N BROAD ST,MISC.MUSEUM MASONRY,444587,772724000,1914000118,26260,26143.5656738281,721.362292728064
297,"POLYGON ((-75.20913018870429 39.9453552449507, -75.20908711097729 39.9453187956846, -75.2088265987306 39.9454958525223, -75.2088714282328 39.9455341958607, -75.20913018870429 39.9453552449507))",298,University of the Sciences in Philadelphia,1258 S 45TH ST,VAC LAND RES < ACRE,154298,272150010,8869001258,1790,1790.84460449219,231.721867877665
298,"POLYGON ((-75.207268243995 39.9493950072161, -75.20727174853801 39.9494530509688, -75.2076841901883 39.9494388025203, -75.2076801383551 39.949381390876, -75.20775443566539 39.9493794920439, -75.2078289442633 39.9493769833618, -75.2079026224623 39.9493748292446, -75.2079758368224 39.9493727756248, -75.2079732580592 39.9493179762125, -75.2079730741373 39.9493139428494, -75.20797062825029 39.9492617250534, -75.2079640501518 39.9491526110224, -75.2079585629542 39.9490434391738, -75.20778083759831 39.9490488826955, -75.20761903765521 39.9490541139773, -75.20745724061869 39.9490598298358, -75.2072500739522 39.9490673428025, -75.2072501346213 39.9490685370762, -75.2072558001467 39.9491756973915, -75.2072626683125 39.9492848818893, -75.20726430450971 39.9493172713971, -75.207268243995 39.9493950072161))",299,University of the Sciences in Philadelphia,508-14 S 42ND ST,APT DORMITORY MAS.+OTHER,155511,773495000,8863000508,26242,26242.9544677734,679.201905635349
299,"POLYGON ((-75.20854038802889 39.9478349969656, -75.208549241326 39.9479667450054, -75.20863825408711 39.947965041922, -75.2086607824827 39.9483168845546, -75.2089235446072 39.9483073597706, -75.2088257427615 39.9478255378183, -75.20854038802889 39.9478349969656))",300,University of the Sciences in Philadelphia,4238-40 CHESTER AVE,VAC LAND RES < ACRE,308608,272088810,2276004238,12530,12584.2152709961,532.829615376968
300,"POLYGON ((-75.20665936024611 39.9472730444793, -75.20680090810259 39.9473622611561, -75.2068004837359 39.9473898332764, -75.2068666380251 39.9473883176535, -75.20686198561521 39.9473100344065, -75.2067166331539 39.9472184115619, -75.2066884916308 39.9472450781113, -75.20665936024611 39.9472730444793))",301,University of the Sciences in Philadelphia,4147 WOODLAND AVE,SCHOOL 2STY MASONRY,426478,773500000,8448004147,1679,1679.53930664063,186.693525805811
301,"POLYGON ((-75.2073223425483 39.9467045030013, -75.207171372522 39.9468335300367, -75.2071273920365 39.9468670671103, -75.2071287763788 39.9469123462067, -75.207131918691 39.9470030244064, -75.2071334775865 39.9470480812201, -75.2071373951853 39.9471611178943, -75.2071581292942 39.9475215285184, -75.2077772156523 39.9475015126864, -75.207769208584 39.9473276307565, -75.2078014908294 39.9472915924793, -75.2078205390636 39.9472901612697, -75.20787411231569 39.9472862389736, -75.20792646901729 39.9472823860996, -75.207980755828 39.9472784462304, -75.2080337165845 39.9472746553483, -75.2080873752401 39.9472707024097, -75.2081405586225 39.9472665614166, -75.2081911151899 39.9472632316595, -75.20824565641961 39.9472591864799, -75.2082986255984 39.947255169511, -75.2083512234931 39.9472515956937, -75.2084065414699 39.9472475334108, -75.2084601790373 39.9472435482964, -75.2085124478544 39.9472397896166, -75.20856553245039 39.9472360661064, -75.2086197139174 39.9472321236025, -75.2086731191674 39.9472282458675, -75.20869806715631 39.9472264127284, -75.20870455775371 39.947225926724, -75.2086549892378 39.9469424451022, -75.2086528822297 39.9469304222854, -75.2086270048794 39.9467823871618, -75.2086239842189 39.9467651525208, -75.208619774374 39.9467410898588, -75.2084506112292 39.9458648831648, -75.2084455840468 39.945838576905, -75.20839470236881 39.9458074992377, -75.2083814553738 39.9457994039244, -75.2073223425483 39.9467045030013))",302,University of the Sciences in Philadelphia,4201-47 WOODLAND AVE,SCHOOL 4STY MAS+OTHER,534825,773500500,8448004201,163289,163289.250610352,1803.84000291776
302,"POLYGON ((-75.20703012409091 39.9460608135716, -75.20682730892401 39.9461820386289, -75.2069559651373 39.9463098845915, -75.2068065214542 39.9463989773538, -75.2070402088315 39.9466311977388, -75.20716471839511 39.9465083535406, -75.2072104792388 39.9464632077487, -75.2073415654687 39.9463702828296, -75.20703012409091 39.9460608135716))",303,University of the Sciences in Philadelphia,4200-08 WOODLAND AVE,MISC.LIBRARY MASONRY,589969,773501000,8448004200,15840,15840.6295166016,561.088734726849
303,"POLYGON ((-75.2052170015678 39.9455084586277, -75.2066587066996 39.9469649794686, -75.2066941793565 39.9470008150329, -75.2067296510882 39.9469679598332, -75.2068710833412 39.9468369802547, -75.2069163815798 39.9467950417994, -75.2069156963388 39.9467943337355, -75.20688134564151 39.9467591727381, -75.2064857228155 39.9463541645261, -75.20613026719479 39.9459968726395, -75.2058917897977 39.9457484674235, -75.20550706275969 39.9453643140121, -75.20530501856859 39.9451531135442, -75.2052170015678 39.9455084586277))",304,Philadelphia University,4140-48 WOODLAND AVE,IND.WHSE MASONRY,515102,773499500,8448004140,68998,68998.1299438477,1662.29097750974
304,"POLYGON ((-75.20659771361861 39.9456310945659, -75.2059074910771 39.9449451497266, -75.2055550243111 39.9451552664562, -75.2062452476338 39.9458412170658, -75.20659771361861 39.9456310945659))",305,University of the Sciences in Philadelphia,760 S 42ND ST,APTS DORMITORY MASONRY,589966,773505500,8863000760,39507,39507.7999267578,882.119117645849
305,"POLYGON ((-75.2062452476338 39.9458412170658, -75.2068065214542 39.9463989773538, -75.2069559651373 39.9463098845915, -75.20682730892401 39.9461820386289, -75.20703012409091 39.9460608135716, -75.2070157314611 39.9460464856848, -75.20659771361861 39.9456310945659, -75.2062452476338 39.9458412170658))",306,University of the Sciences in Philadelphia,714-34 S 42ND ST,SCHOOL 4STY MAS+OTHER,589955,773505000,8863000714,27880,27880.7650146484,763.908337204603
306,"POLYGON ((-75.2086930058893 39.9443746999481, -75.2088955753143 39.9445445831946, -75.2088823301403 39.9445539431114, -75.2091636841253 39.9447898992419, -75.20957895482709 39.9444207706446, -75.2089779590935 39.9439064202734, -75.2085796720494 39.9441936388729, -75.2087468087966 39.9443366830134, -75.2086930058893 39.9443746999481))",307,University of the Sciences in Philadelphia,4514-22 WOODLAND AVE,SCHOOL 3STY MASONRY,462004,783600600,8448004514,44813,44246.8430786133,879.174494555144
307,"POLYGON ((-75.20866517383121 39.9443943648921, -75.20831376258511 39.9446426103606, -75.20883635076071 39.9450808709487, -75.2091636841253 39.9447898992419, -75.2088823301403 39.9445539431114, -75.2088955753143 39.9445445831946, -75.2086930058893 39.9443746999481, -75.20866517383121 39.9443943648921))",308,University of the Sciences in Philadelphia,4500-12 WOODLAND AVE,SCHOOL 2STY MASONRY,525132,773504001,8448004500,29491,29491.1783447266,706.951012284543
308,"POLYGON ((-75.2077135797628 39.9453895978701, -75.2070580307246 39.9460212627963, -75.2070157314611 39.9460464856848, -75.20703012409091 39.9460608135716, -75.2073415654687 39.9463702828296, -75.2073810370823 39.9463422625943, -75.20756090211459 39.9462145839631, -75.2082584145088 39.9455945887684, -75.2077135797628 39.9453895978701))",309,University of the Sciences in Philadelphia,4212-16 WOODLAND AVE,AMUS REC COMPLEX MASONRY,589983,773502000,8448004212,54530,54530.7203369141,1011.159979983
309,"POLYGON ((-75.2053745122207 39.9441055033131, -75.2054046082321 39.9441054294534, -75.20543439644111 39.9441087302266, -75.2054632427093 39.9441153348017, -75.2054905319014 39.9441251024921, -75.2055156830225 39.9441378248921, -75.205728111876 39.9442632842767, -75.2074977982699 39.9453084100038, -75.2077135797628 39.9453895978701, -75.2082584145088 39.9455945887684, -75.20883635076071 39.9450808709487, -75.20831376258511 39.9446426103606, -75.20866517383121 39.9443943648921, -75.20821419424411 39.9442094612466, -75.2082058486848 39.9442153580831, -75.2077208035244 39.9440164852276, -75.2076535222174 39.9440640148724, -75.20755859993631 39.9441310683341, -75.2067813450121 39.9434792017414, -75.20683018187481 39.9434628222162, -75.2067276064052 39.9432816273889, -75.2064744985238 39.9433793663728, -75.2059084678634 39.9436622379011, -75.2058926837004 39.9436681209511, -75.20575426192551 39.943731197852, -75.2053765014346 39.9439852949039, -75.20531448457299 39.9439410537801, -75.2053038641006 39.9439182921524, -75.2051391120271 39.9439941695051, -75.2051986622314 39.9440974006167, -75.2052833201621 39.9441432766691, -75.20529129066951 39.9441336478683, -75.20530122682349 39.9441251691088, -75.2053128482402 39.9441180756389, -75.2053258385248 39.9441125640657, -75.2053398373199 39.9441087858722, -75.2053544543745 39.9441068468277, -75.20537221832291 39.9441056479416, -75.2053745122207 39.9441055033131))",310,University of the Sciences in Philadelphia,4306-24 WOODLAND AVE,IND.SHOP MAS.+OTHER,590003,773503005,8448004306,369467,369467.056762695,2996.03255326528
310,"POLYGON ((-75.205728111876 39.9442632842767, -75.2055096159924 39.944482459584, -75.20546733282249 39.9445076687359, -75.2054143070506 39.9444549774931, -75.2054862680949 39.9450869281626, -75.2055550243111 39.9451552664562, -75.2059074910771 39.9449451497266, -75.20659771361861 39.9456310945659, -75.2070157314611 39.9460464856848, -75.2070580307246 39.9460212627963, -75.2077135797628 39.9453895978701, -75.2074977982699 39.9453084100038, -75.205728111876 39.9442632842767))",311,University of the Sciences in Philadelphia,4212R-16 WOODLAND AVE,IND.SHOP MAS.+OTHER,589953,773500600,8448004212,158802,158802.911254883,2037.23004146008
311,"POLYGON ((-75.20289082648679 39.9504081307777, -75.2032349493216 39.9504515744947, -75.2032457812728 39.9504028913172, -75.20290146665 39.9503600731712, -75.20289082648679 39.9504081307777))",312,University of Pennsylvania,407 S 40TH ST,APTS  5-50 UNTS MASONRY,69436,881601900,8859000407,1757,1747.78741455078,231.3064213613
312,"POLYGON ((-75.1445927090528 39.9445418120486, -75.1445671809893 39.9445461013069, -75.144546994021 39.944555927028, -75.14454530314769 39.9445568563176, -75.1445334409913 39.9445641626624, -75.1445261754069 39.9445712355354, -75.1445197467006 39.9445783111996, -75.1445131038713 39.9445865749532, -75.1446860048283 39.9446086047846, -75.14470145352669 39.9445503441804, -75.14461022811069 39.9445420333882, -75.1445927090528 39.9445418120486))",313,University of Pennsylvania,127-29 SPRUCE ST,MISC.MUSEUM MASONRY,94195,771745000,7396000127,885,885.336853027344,130.305560166312
313,"POLYGON ((-75.2025463687588 39.9552143567446, -75.20247496418 39.9552054369514, -75.20240430640879 39.9555452658643, -75.2024748732111 39.955553650814, -75.2025463687588 39.9552143567446))",314,University of Pennsylvania,4000 CHESTNUT ST,STR/OFF+APTS 3STY MASONRY,184589,871299090,2282004000,2500,2524.41131591797,290.878973554012
314,"POLYGON ((-75.2067543422334 39.9537943136848, -75.2071941760168 39.9538492157245, -75.2072071710551 39.9537851540916, -75.2067677486032 39.9537304711455, -75.2067543422334 39.9537943136848))",315,University of Pennsylvania,212 S 42ND ST,APTS  5-50 UNTS MASONRY,204344,881615900,8863000212,2875,2945.17590332031,296.889345088939
315,"POLYGON ((-75.20212043747161 39.951108782753, -75.2020818451965 39.951282839511, -75.2020648673596 39.9513692021787, -75.20206072900871 39.9513818126314, -75.2020343753384 39.9515048163552, -75.2021246882954 39.9515160278668, -75.2022063866678 39.9511190899887, -75.20212043747161 39.951108782753))",316,University of Pennsylvania,3926 SPRUCE ST,SEMI/DET 3.5   STY MASONR,224404,773556000,7396003926,3668,3668.54656982422,342.727124449944
316,"POLYGON ((-75.202779952131 39.9508331461271, -75.2031590597112 39.950882620619, -75.203173204219 39.9508131527292, -75.20318345633279 39.9507687292472, -75.2031864333216 39.9507557695144, -75.2028065164174 39.950706729431, -75.2027940697436 39.9507649679174, -75.202779952131 39.9508331461271))",317,University of Pennsylvania,309-11 S 40TH ST,APTS  5-50 UNTS MASONRY,273238,881121130,8859000309,5108,5039.90924072266,309.302119083795
317,"POLYGON ((-75.174820188148 39.9455536654634, -75.1748212926839 39.9455538028877, -75.17483288829639 39.9454987391978, -75.17483991418359 39.9454653197713, -75.17485580024569 39.9453898327258, -75.17444671536779 39.9453379794477, -75.1744130846498 39.9455019845145, -75.1745153990034 39.9455145173797, -75.174571822087 39.9455216363388, -75.17462307206701 39.9455282345661, -75.1746306358741 39.9455292107989, -75.174820188148 39.9455536654634))",318,University of Pennsylvania,511-17 S 20TH ST,PARKING LOT PRIVATE,287771,772041000,8818000511,7005,7013.51641845703,353.242252428241
318,"POLYGON ((-75.1988146265403 39.9541111523051, -75.1987640247786 39.9543648783438, -75.1990081887442 39.9543944396881, -75.19906238530351 39.9541414539347, -75.1990498844409 39.9541402569329, -75.198970369441 39.9541303643929, -75.1988892220636 39.9541204192784, -75.1988146265403 39.9541111523051))",319,University of Pennsylvania,108-16 S 38TH ST,PARKING LOT COMMERCIAL,289321,773593000,8855000108,6243,6520.18774414063,326.538108492439
319,"POLYGON ((-75.19405836252351 39.9545010249439, -75.1944292560932 39.954549314199, -75.1944764811127 39.9543317656163, -75.19455916172031 39.9539500882514, -75.19414404702491 39.9538975750094, -75.1937571503 39.9538482686159, -75.1920651348177 39.9536365415367, -75.1919357276163 39.9542341787688, -75.1931576812419 39.9543877990442, -75.1940429357564 39.9544990855504, -75.19405836252351 39.9545010249439))",320,University of Pennsylvania,3400-50 CHESTNUT ST,APTS DORMITORY MASONRY,317148,773508000,2282003400,156511,156511.459106445,1858.90718931069
320,"POLYGON ((-75.1975555906405 39.9542202270611, -75.1983862699724 39.9543241081871, -75.1984551625581 39.9539899499334, -75.1984743220866 39.9538969777775, -75.1985090520083 39.953728478201, -75.198496188541 39.9537268694213, -75.1976804887518 39.953624741292, -75.1975555906405 39.9542202270611))",321,University of Pennsylvania,3725-45 WALNUT ST,GAR.W-COMM. MASON + OTHER,500699,773567505,8114003725,54216,51772.520324707,910.700427741022
321,"POLYGON ((-75.2013977772444 39.9510273959217, -75.2013141075102 39.9514114420928, -75.2015594595578 39.9514431843277, -75.20162433491311 39.9511541810976, -75.2016471746434 39.9510483797717, -75.201423485105 39.9510199237987, -75.2014000543908 39.951016936286, -75.2013977772444 39.9510273959217))",322,University of Pennsylvania,3908-10 SPRUCE ST,AMUSE FRATERNITIES MASONR,505119,773554000,7396003908,10218,10218.3804931641,431.601388836657
322,"POLYGON ((-75.21148515830281 39.9534062394135, -75.211600636798 39.9534211420402, -75.2116016392373 39.9534133939777, -75.2116132009016 39.9533562172169, -75.2117025550551 39.9529418240761, -75.2115864991468 39.9529272313163, -75.21148515830281 39.9534062394135))",323,University of Pennsylvania,4431 SPRUCE ST,APTS  5-50 UNTS MASONRY,518198,881605610,7396004431,5775,5786.20764160156,419.522717102337
323,"POLYGON ((-75.20227143267201 39.9504785694191, -75.2023265553045 39.9504859195952, -75.2023699841897 39.950283438064, -75.2023528373518 39.9502821211064, -75.2023133268315 39.9502807120162, -75.20227143267201 39.9504785694191))",324,University of Pennsylvania,3946 PINE ST,ROW CONV/APT 3STY MASONRY,529285,271092600,6482003946,1200,1165.97222900391,179.390427521706
324,"POLYGON ((-75.2042196890756 39.9519980431963, -75.20416495420901 39.951991461213, -75.2032068290525 39.9518763289774, -75.2031852468625 39.9518737387736, -75.2030871292511 39.9523495713878, -75.2030687764894 39.9524301651538, -75.2029727925713 39.9529065937843, -75.203324628464 39.9529518993847, -75.20340715957251 39.9529618234426, -75.2038760616303 39.9530182369136, -75.2040643308423 39.953040823789, -75.20416216750959 39.9525611153282, -75.20416977028221 39.9525267737783, -75.2041136587125 39.9525200224728, -75.20412279129221 39.9524750668053, -75.20415201091561 39.9523312238797, -75.2042196890756 39.9519980431963))",325,University of Pennsylvania,4000 LOCUST ST,SCHOOL 6STY MAS+OTHER,653407,773524010,5138004000,115172,115264.77947998,1382.33112713244
325,"POLYGON ((-75.2002884049631 39.9537270728096, -75.20039421910521 39.9537403402589, -75.2023316979413 39.9539832614565, -75.202405056233 39.9536225514177, -75.2025840030412 39.9536449787182, -75.2027089063387 39.9530548910117, -75.2027262130886 39.9529727351482, -75.2027179289518 39.9529717366911, -75.20254627392541 39.9529510608584, -75.2020221670506 39.9528853526795, -75.2014960476173 39.9528193901426, -75.20052961585171 39.9526982180661, -75.20041696929781 39.9531688749217, -75.2002884049631 39.9537270728096))",326,University of Pennsylvania,3900-46 WALNUT ST,APTS 100 +  UNITS MASONRY,518612,773576000,8114003900,232238,232238.378051758,2017.07120496336
326,"POLYGON ((-75.20070009108341 39.9543568806986, -75.2006477455281 39.9546043454187, -75.200705543591 39.954611587269, -75.2007578889415 39.9543641225227, -75.20070009108341 39.9543568806986))",327,University of Pennsylvania,3914 SANSOM ST,HOTEL/RM.HSE 3STY MASONRY,208341,881600200,7094003914,1464,1499.41333007813,215.500970169869
327,"POLYGON ((-75.20023055818881 39.9544976921306, -75.2006370523025 39.9545506943804, -75.200648029145 39.9544964382936, -75.20024237641719 39.954443548481, -75.20023055818881 39.9544976921306))",328,University of Pennsylvania,124 S 39TH ST,HOTEL/RM.HSE 3STY MASONRY,244948,881601415,8857000124,2320,2309.32562255859,270.930802038475
328,"POLYGON ((-75.20025419933989 39.9543894040338, -75.2006590641944 39.95444175372, -75.20067008911749 39.9543872761519, -75.2002660680549 39.9543350371541, -75.20025419933989 39.9543894040338))",329,University of Pennsylvania,128 S 39TH ST,HOTEL/RM.HSE 3STY MASONRY,538329,881601425,8857000128,2320,2308.99322509766,270.115052744767
