,geometry,OBJECTID,NAME,ADDRESS,BUILDING_DESCRIPTION,PARCEL_ID,BRT_ID,TENCODE_ID,GROSS_AREA,Shape__Area,Shape__Length
78,"POLYGON ((-75.1561671687698 39.9826498811514, -75.1562556900506 39.9826616983861, -75.15678509180491 39.9827324505225, -75.1567852495411 39.9827316323584, -75.1568903995102 39.982247042359, -75.15690151534289 39.9821968392255, -75.15691165702771 39.9821491117019, -75.15692197020731 39.9821007267055, -75.1569338013785 39.9820509902414, -75.15694309501841 39.9820106255934, -75.156945153385 39.982001195196, -75.15695114266811 39.9819738134371, -75.156955653724 39.9819528459618, -75.1569619530961 39.981924520635, -75.1569666995307 39.9819028178409, -75.1569770712438 39.981855628012, -75.15698802142769 39.9818054040103, -75.15699954611731 39.9817527097833, -75.1565373015288 39.98168984361, -75.1564726379986 39.981681047126, -75.1564484355801 39.9816777601833, -75.156403115437 39.9816715947773, -75.15638391539299 39.9816689831065, -75.1562773938348 39.9816544543242, -75.156257092152 39.9817514730304, -75.1563623415214 39.9817664407054, -75.15618643889979 39.9825612059941, -75.15616739664949 39.9826488212984, -75.1561671687698 39.9826498811514))",79,Temple University,1901-39 N BROAD ST,SCHOOL 5STY MASONRY,426675,777512010,1914001901,63752,64607.8877563477,1135.42585955391
79,"POLYGON ((-75.15585267037849 39.9826061958815, -75.1561671687698 39.9826498811514, -75.15616739664949 39.9826488212984, -75.15618643889979 39.9825612059941, -75.1563623415214 39.9817664407054, -75.156257092152 39.9817514730304, -75.1562773938348 39.9816544543242, -75.1562873134784 39.9816070606114, -75.15600904813 39.9815678382543, -75.1559982178093 39.981619321808, -75.15590600062821 39.98203674152, -75.1559676938336 39.9820454540595, -75.1559759463118 39.982046623601, -75.15597290346329 39.9820604827613, -75.15594782831261 39.9821743993451, -75.1559366209392 39.982225294117, -75.1559213847007 39.9822231927422, -75.155868981371 39.9822159308706, -75.1557842401739 39.9825966705593, -75.15580593837061 39.982599691092, -75.15585267037849 39.9826061958815))",80,Temple University,1901R-39 N BROAD ST,ROW W-OFF/STR 4STY MASONR,436825,777512020,1914001901,38486,38599.0257568359,1017.19230304621
80,"POLYGON ((-75.15685516232701 39.9843076397351, -75.1568450370486 39.9843554802565, -75.1571548113853 39.984398508064, -75.1572128707103 39.9844068954115, -75.15723245842381 39.9844098049098, -75.15724387431909 39.9843594454389, -75.1572546410957 39.9843107174621, -75.1568644905976 39.9842598127407, -75.15685516232701 39.9843076397351))",81,Temple University,2030-32 N BROAD ST,APTS DORMITORY MASONRY,493739,772500020,1914002030,3960,3966.94580078125,293.147668112592
81,"POLYGON ((-75.1502117910902 40.0040814009079, -75.1506352656091 40.0041391405233, -75.1506442684727 40.0040961432089, -75.150220840988 40.0040432404555, -75.1502117910902 40.0040814009079))",82,Temple University Medical,3342 N 13TH ST,ROW CONV/APT 3STY MASONRY,505046,431169100,8805003342,1804,1804.52471923828,270.654826678486
82,"POLYGON ((-75.1491125958371 40.0057371821881, -75.1491692752131 40.0057443652125, -75.1491935885838 40.0056366071771, -75.1492224878987 40.0055093008941, -75.14916572932211 40.0055020187872, -75.1491125958371 40.0057371821881))",83,Temple University Medical,1228 W TIOGA ST,VAC LAND RES < ACRE,513676,431107400,7742001228,1408,1399.14794921875,206.079229659523
83,"POLYGON ((-75.1486858565831 40.0044289741897, -75.1489319711109 40.0044627759807, -75.14894091387769 40.0044208568347, -75.14869724117349 40.0043851596813, -75.1486858565831 40.0044289741897))",84,Temple University Medical,3404 OLD YORK RD,VAC LAND RES < ACRE,525628,431139310,6130003404,1113,1107.35308837891,171.279365103896
84,"POLYGON ((-75.1486044146509 40.0047753088682, -75.1485945592903 40.0048187471565, -75.148836995005 40.0048523053773, -75.14884499208139 40.0048186505853, -75.1488480272193 40.0048057302566, -75.1486044146509 40.0047753088682))",85,Temple University Medical,3422 OLD YORK RD,VAC LAND RES < ACRE,470319,431140200,6130003422,1150,1150.35119628906,171.455648329738
85,"POLYGON ((-75.15714709796249 39.9852586182595, -75.15722483268441 39.9852698530967, -75.15729887515 39.9849414550842, -75.1572192469594 39.9849309523883, -75.1571824222024 39.9850935921001, -75.15717856165141 39.9851101881274, -75.1571695052014 39.9851525241758, -75.157158458249 39.9852042290876, -75.15714709796249 39.9852586182595))",86,Temple University,1417 DIAMOND ST,VAC LAND COMM. < ACRE,331281,882964430,2844001417,2640,2736.62908935547,287.28384359896
86,"POLYGON ((-75.15721369762279 39.9826414330183, -75.157621505823 39.9826933645304, -75.15763155374511 39.9826442157331, -75.1572246000494 39.9825929495846, -75.15721369762279 39.9826414330183))",87,Temple University,1930 N BROAD ST,ROW 3 STY MASONRY,35133,777517000,1914001930,2012,2085.28625488281,267.44449656068
87,"POLYGON ((-75.1571605750231 39.9828780654986, -75.15756827752671 39.9829322500274, -75.1575787735112 39.9828851116136, -75.15717113024679 39.9828310086447, -75.15716189081429 39.9828721322901, -75.1571605750231 39.9828780654986))",88,Temple University,1940 N BROAD ST,APTS DORMITORY MASONRY,480646,777522000,1914001940,2012,2018.25274658203,266.682323584407
88,"POLYGON ((-75.1571924641169 39.9827359809444, -75.15717113024679 39.9828310086447, -75.1575787735112 39.9828851116136, -75.1575995021153 39.9827889574214, -75.1571924641169 39.9827359809444))",89,Temple University,1936-38 N BROAD ST,ROW 3 STY MASONRY,61062,777521000,1914001936,4025,4089.87127685547,302.242777287509
89,"POLYGON ((-75.1578753788485 39.9777436373224, -75.1570332615527 39.9776400980424, -75.15687062382329 39.9784011458487, -75.1572946220024 39.978453278255, -75.1573117930662 39.9783729169791, -75.1577299209212 39.9784243240808, -75.1578753788485 39.9777436373224))",90,Temple University,1603-45 N BROAD ST,APTS DORMITORY MASONRY,401768,777503000,1914001603,63748,63627.7935180664,1039.9159841537
90,"POLYGON ((-75.1513908533497 40.0045046295723, -75.1514041221243 40.0045062841473, -75.15141395819241 40.0044650464112, -75.1514228512396 40.0044238350829, -75.1514240742986 40.0044203487939, -75.1514239759227 40.0044158171459, -75.1514265141617 40.0044081213329, -75.151428378277 40.0043960898761, -75.1514317047897 40.0043836554277, -75.1514407068583 40.0043423501571, -75.151447579128 40.0043112016165, -75.15144740618921 40.0043086180854, -75.1514492714535 40.0043020360157, -75.1514523647419 40.0042891133418, -75.15145184064291 40.0042880211573, -75.1514530502098 40.0042854689192, -75.1514552741252 40.0042717201552, -75.15145644861791 40.0042700230909, -75.1514559503596 40.0042682863619, -75.1514571471285 40.0042665889008, -75.1514574236201 40.0042610178531, -75.1514662554189 40.0042202727648, -75.1514756310733 40.0041779605002, -75.1514848386626 40.0041356615502, -75.151493175143 40.0040952755677, -75.1515011798608 40.0040581392581, -75.15150166183879 40.0040558931156, -75.15150935249341 40.0040143500224, -75.1511902635299 40.0039742093154, -75.1511810704575 40.0040161553749, -75.1511721280949 40.0040558978111, -75.1511635368327 40.004096905116, -75.15115464673789 40.0041380363035, -75.1511451608651 40.0041788458549, -75.1511367022174 40.0042202444996, -75.151128109708 40.0042612526754, -75.1511189113404 40.0043016821966, -75.1511105345697 40.0043431142291, -75.15110159829111 40.0043826955165, -75.1510927312428 40.0044242939498, -75.1510828324415 40.0044660942805, -75.1513908533497 40.0045046295723))",91,Temple University Medical,3334-56 N PARK AVE,APTS 100 +  UNITS MASONRY,61070,777557000,6296003334,16200,16554.844909668,545.379519719586
91,"POLYGON ((-75.155282246059 39.9798537742808, -75.15531952524719 39.979858663621, -75.15552880677841 39.9788824195954, -75.15549255297201 39.9788748612506, -75.154598487849 39.9787552333442, -75.15458357267021 39.9788247763202, -75.1543882247242 39.9797359507536, -75.1546392245662 39.9797690319664, -75.1547309606788 39.9797811168923, -75.155213215823 39.9798446701782, -75.155282246059 39.9798537742808))",92,Temple University,1713-55 N 13TH ST,SCHOOL 2STY MASONRY,62138,777569000,8805001713,95780,95780.5547485352,1252.15615298904
92,"POLYGON ((-75.1526435344385 40.0052909188733, -75.15290650266969 40.0053280757012, -75.1529140744567 40.0052950732985, -75.1529164669016 40.0052845999225, -75.1526531912665 40.0052472748766, -75.1526435344385 40.0052909188733))",93,Temple University Medical,3421 N CARLISLE ST,ROW W/DET GAR 2STY MASONR,80212,777535000,2140003421,1200,1206.94891357422,182.105998858436
93,"POLYGON ((-75.1522785592293 40.0052884149041, -75.15246377115361 40.005313272285, -75.15262214437639 40.0053360706164, -75.15264249224271 40.0052464039085, -75.15268333353021 40.005066446669, -75.1526887143916 40.0050671648795, -75.1526964875226 40.0050568636967, -75.1527063872031 40.0050046646155, -75.1527006475753 40.0050045347632, -75.1527474304274 40.0048046273271, -75.1527210128279 40.0048009346672, -75.15239666795161 40.004756729341, -75.1523914922888 40.0047802612647, -75.1523405323065 40.0050120557138, -75.1522785592293 40.0052884149041))",94,Temple University Medical,3418 N BROAD ST,SCHOOL 3STY MASONRY,122152,777530000,1914003418,19413,19413.3200073242,594.486087993475
94,"POLYGON ((-75.151686489912 40.006074015364, -75.1516904517734 40.0060745240037, -75.1519783362759 40.0047704598839, -75.1515717308382 40.0047182015099, -75.1514769899587 40.0047060314903, -75.1503683984313 40.0045635641378, -75.1503182327408 40.0045571247602, -75.15021135314061 40.0045433876467, -75.1500970246138 40.0045286933475, -75.14993380398199 40.0045077152736, -75.1498656174066 40.0044989492856, -75.1496876482896 40.0044760744556, -75.14960181411639 40.0044650551881, -75.1495869420972 40.0044631379326, -75.1494853859114 40.0044789399006, -75.1495485063475 40.0046906054288, -75.14986660652519 40.0057571630117, -75.1498870089291 40.0058248609425, -75.1498918988014 40.0058411233583, -75.1498937562331 40.0058413591446, -75.151686489912 40.006074015364))",95,Temple University Medical,3401-41 N BROAD ST,HEALTH FAC. HOSP MAS+OTHE,130192,777014000,1914003401,293867,293867.645080566,2210.17120023234
95,"POLYGON ((-75.14910221493059 40.0049674295678, -75.1490950211691 40.0049998141165, -75.1491567296507 40.0049894763448, -75.1493694512273 40.0049538341253, -75.14935670606 40.0049090224387, -75.1491054825092 40.0049527223716, -75.14910221493059 40.0049674295678))",96,Temple University Medical,3419 GERMANTOWN AVE,STR/OFF+APTS 3STY MASONRY,167780,871566410,3666003419,1237,1237.73736572266,184.951186892386
96,"POLYGON ((-75.15796145521 39.9792711368103, -75.15861369755029 39.9793568904721, -75.1586221140987 39.9792862497467, -75.1586012840859 39.9792818951003, -75.15862959215561 39.9791462734631, -75.15868687423691 39.978876752639, -75.1586871509233 39.9788755172848, -75.1580610885038 39.9787934988863, -75.15801264283451 39.9790164382025, -75.15796145521 39.9792711368103))",97,Temple University,1700-22 N BROAD ST,SCHOOL 4STY MASONRY,181065,777505000,1914001700,31559,31559.7244262695,721.510534189692
97,"POLYGON ((-75.15796246511709 39.9830880221192, -75.15791682901541 39.9832789955271, -75.15797069979099 39.9832862571461, -75.15798364586129 39.9832243261698, -75.1579893386315 39.9831976161342, -75.1579949652939 39.9831731598521, -75.15799700902549 39.9831662582641, -75.15800430331601 39.9831415017634, -75.15800473848169 39.9831400122986, -75.15796291443699 39.9830861311203, -75.15796246511709 39.9830880221192))",98,Temple University,1428 W NORRIS ST,ROW 3 STY MASONRY,202199,777552000,6014001428,935,935.293029785156,163.760613420476
98,"POLYGON ((-75.1506435105573 40.0041515306077, -75.1509614714343 40.0041959658666, -75.15097032886671 40.0041551096637, -75.1506524792304 40.0041110787983, -75.1506435105573 40.0041515306077))",99,Temple University Medical,3343 N PARK AVE,ROW CONV/APT 3STY MASONRY,204381,431175500,6296003343,1360,1359.15649414063,211.047046780497
99,"POLYGON ((-75.1490349369414 40.0064882858024, -75.1490093893381 40.0066036258611, -75.1490901226924 40.0065891887834, -75.1491347425446 40.0065812056527, -75.1494930725646 40.0065171376874, -75.1494986647028 40.0065161353794, -75.1494989192143 40.0065149968499, -75.1495112107193 40.0064584209518, -75.14952403130231 40.0063995026736, -75.1494545833995 40.0064121161316, -75.1494034635748 40.0064217731053, -75.149353150677 40.0064306437252, -75.14930332328809 40.006439961415, -75.14925089446599 40.0064493480968, -75.1492009016491 40.0064585484668, -75.1491528838303 40.0064671484276, -75.1490405313908 40.0064872844699, -75.1490349369414 40.0064882858024))",100,Temple University Medical,3509-11 N 13TH ST,SCHOOL 4STY MASONRY,228215,777571000,8805003509,5550,5550.6611328125,367.196806787375
100,"POLYGON ((-75.15729134102619 39.9852788024779, -75.157361865298 39.985288439914, -75.1574375133583 39.9849591113051, -75.15736575502891 39.9849499298772, -75.15729134102619 39.9852788024779))",101,Temple University,1421 DIAMOND ST,VAC LAND COMM. < ACRE,237762,882964440,2844001421,2503,2462.02587890625,283.887051618317
101,"POLYGON ((-75.1522008503436 40.00563366938, -75.1525469157279 40.0056806389621, -75.1525571163077 40.0056364441374, -75.152567604772 40.0056378897029, -75.1528312696402 40.005674450643, -75.15284532385149 40.0056100961936, -75.1528969176987 40.0053737044825, -75.1526444926191 40.0053392837906, -75.15263317400959 40.0053376410479, -75.15262214437639 40.0053360706164, -75.15246377115361 40.005313272285, -75.1522785592293 40.0052884149041, -75.152267793315 40.0053364190358, -75.1522185072332 40.0055562596658, -75.1522109531199 40.0055893110856, -75.1522008503436 40.00563366938))",102,Temple University Medical,3420-30 N BROAD ST,SCHOOL 9STY MASONRY,290687,777531000,1914003420,21194,21194.9696655273,607.555538389803
102,"POLYGON ((-75.1504744831543 40.0041262311682, -75.1504206760188 40.0043802065992, -75.1504735967808 40.0043869344751, -75.15052711863 40.0041332751287, -75.1504744831543 40.0041262311682))",103,Temple University Medical,1310 W ONTARIO ST,ROW 2 STY MASONRY,301425,431060700,6140001310,1395,1404.78765869141,217.344582562777
103,"POLYGON ((-75.1569126610857 39.9840447992177, -75.1573319330713 39.9840996972416, -75.15734597262229 39.9840316010333, -75.1569271943319 39.9839770052346, -75.1569126610857 39.9840447992177))",104,Temple University,2020 N BROAD ST,APTS DORMITORY MASONRY,357133,777523010,1914002020,2986,2986.17065429688,288.352698398132
104,"POLYGON ((-75.15067119480899 40.0040290656238, -75.1509876787534 40.004072065397, -75.1509961396215 40.0040322634171, -75.1506801388422 40.0039892259478, -75.15067119480899 40.0040290656238))",105,Temple University Medical,3337 N PARK AVE,APTS  5-50 UNTS MASONRY,421358,431175200,6296003337,1350,1323.34155273438,209.356405667246
105,"POLYGON ((-75.15764807842601 39.9826461045084, -75.1576139301484 39.9828023561931, -75.1576032531795 39.9828476704656, -75.1577112119857 39.9828613924861, -75.1577561466293 39.9828666953838, -75.1577940329517 39.9828727256659, -75.1578376944631 39.9828773222103, -75.15766000809261 39.9826475984602, -75.15764807842601 39.9826461045084))",106,Temple University,1930R-36 N BROAD ST,AMUSE REC-COMPLEX MAS+OTH,437292,884460565,1914001930,2603,2603.05041503906,241.853654377868
106,"POLYGON ((-75.1509793858457 40.0041112747044, -75.1509876787534 40.004072065397, -75.15067119480899 40.0040290656238, -75.15066183368511 40.0040687823271, -75.1509793858457 40.0041112747044))",107,Temple University Medical,3339 N PARK AVE,ROW CONV/APT 3STY MASONRY,454590,871199350,6296003339,1350,1315.21820068359,209.505622792167
107,"POLYGON ((-75.157860813864 39.9832719431405, -75.15791682901541 39.9832789955271, -75.15796246511709 39.9830880221192, -75.15796291443699 39.9830861311203, -75.1579362554485 39.9830516606702, -75.1579260853095 39.9830386797723, -75.157923743786 39.9830385304786, -75.1579138973683 39.9830379053356, -75.157860813864 39.9832719431405))",108,Temple University,1426 W NORRIS ST,ROW 3 STY MASONRY,494544,777551000,6014001426,1312,1312.52807617188,197.443409602416
108,"POLYGON ((-75.1489588543829 40.004971339311, -75.1489612969556 40.0049776170916, -75.1491054825092 40.0049527223716, -75.14935670606 40.0049090224387, -75.1493049270512 40.0047367044481, -75.14884499208139 40.0048186505853, -75.148836995005 40.0048523053773, -75.1489442188519 40.0048664218836, -75.14894535607969 40.0048745072687, -75.1489511032364 40.0049154212257, -75.1489573711828 40.0049597149923, -75.1489588543829 40.004971339311))",109,Temple University Medical,3415-17 GERMANTOWN AVE,VAC LAND COMM. < ACRE,496826,871566400,3666003415,7252,7553.51385498047,394.002894010762
109,"POLYGON ((-75.15764807842601 39.9826461045084, -75.15766000809261 39.9826475984602, -75.157646597113 39.9826300473516, -75.15761918512889 39.9825944164196, -75.15723490261431 39.9825470475292, -75.1572246000494 39.9825929495846, -75.15763155374511 39.9826442157331, -75.15764807842601 39.9826461045084))",110,Temple University,1928 N BROAD ST,ROW 3 STY MASONRY,414448,777516000,1914001928,1905,1997.55041503906,272.158647005384
110,"POLYGON ((-75.1532451090856 40.0047402675335, -75.15381206861539 40.0048156182483, -75.1540907086285 40.003578351261, -75.1541202248783 40.0034472393991, -75.1535448217856 40.0033852539002, -75.1534522200143 40.003375276477, -75.15342370451501 40.0033721978642, -75.15342289879599 40.0033757422663, -75.1531167032195 40.0047231927103, -75.15315405488219 40.0047281642742, -75.1532451090856 40.0047402675335))",111,Temple University Medical,3301-59 N 15TH ST,GAR.NO COMM.AREA MASONRY,33292,777574550,8807003301,100000,99196.5344238281,1400.22009468351
111,"POLYGON ((-75.1506247341549 40.0042340902212, -75.150943715477 40.0042792099736, -75.1509528718793 40.0042366350891, -75.15063414331109 40.0041919878083, -75.1506247341549 40.0042340902212))",112,Temple University Medical,3347 N PARK AVE,ROW CONV/APT 3STY MASONRY,62683,431175700,6296003347,1420,1420.19757080078,212.900030303621
112,"POLYGON ((-75.10444288394331 39.9905597581805, -75.1044106422075 39.9905239368909, -75.1042877750848 39.9905909700157, -75.1043199734267 39.9906268218764, -75.10444288394331 39.9905597581805))",113,Temple University Medical,2317 E WESTMORELAND ST,STR/OFF 2 STY MASONRY,65516,882006260,8256002317,700,670.020080566406,116.177069115739
113,"POLYGON ((-75.1575765318356 39.9829773152669, -75.15776972300181 39.9830029079152, -75.1578023390251 39.9830075793523, -75.1578624310097 39.9830154329535, -75.1579107972166 39.9830219729035, -75.1579132360895 39.9830223027977, -75.1578523283476 39.9829446794292, -75.1577940329517 39.9828727256659, -75.1577561466293 39.9828666953838, -75.1577112119857 39.9828613924861, -75.1576032531795 39.9828476704656, -75.1575765318356 39.9829773152669))",114,Temple University,1414R-26 W NORRIS ST,APT 2-4  UNTS 2STY MASONR,94795,777549000,6014001414,3606,3606.25366210938,261.744556977558
114,"POLYGON ((-75.157574299481 39.9829875004008, -75.1575215040354 39.9832265425261, -75.1575753585096 39.9832337075554, -75.15762898706831 39.982995296019, -75.157574299481 39.9829875004008))",115,Temple University,1414 W NORRIS ST,VAC LAND RES < ACRE,122205,321012400,6014001414,1392,1363.212890625,207.36813330222
115,"POLYGON ((-75.1554447293028 39.9844693629404, -75.15544052867379 39.9844882893725, -75.1555049639404 39.9844965973728, -75.15568690799959 39.984520424578, -75.15569804274369 39.9845218854408, -75.1557917471399 39.984534159825, -75.1558021102895 39.9845355212441, -75.1560252999426 39.9845647303292, -75.15603645631769 39.9845662078662, -75.1563728180485 39.9846093377213, -75.1563772216246 39.9845900284095, -75.1563842910701 39.9845591255769, -75.1563843907376 39.9845565157783, -75.1563844313059 39.984555453494, -75.1564070267716 39.9844559880723, -75.1564209586668 39.9843918720215, -75.1564468760661 39.9842734449581, -75.156450911622 39.9842550301477, -75.15645915238819 39.9842175610334, -75.15647931168419 39.9841259388714, -75.1564867505402 39.9840952056643, -75.1564934023272 39.984062600376, -75.1565124762047 39.9839768859835, -75.1565222910578 39.9839327623789, -75.1565245675875 39.9839225296049, -75.15652745682731 39.9839094409346, -75.15655698854241 39.9837748465713, -75.15655840842869 39.9837683670008, -75.156594105924 39.9836056686543, -75.15662888507011 39.9834543474239, -75.1566498334241 39.9833563125059, -75.1566709773516 39.9832553320719, -75.15612148776989 39.9831853175371, -75.1561037635033 39.98318306355, -75.156079656744 39.9831799877396, -75.1559032784663 39.9831575113661, -75.1557732990602 39.9831409517465, -75.15574128932769 39.9831368754939, -75.15569928617791 39.983327477972, -75.15566344287841 39.9834901079176, -75.15564544715561 39.9835717352177, -75.15562861693761 39.9836480854697, -75.1556253945781 39.9836627460756, -75.1556100839571 39.9837322153624, -75.1555657688139 39.9839311963678, -75.15545254670231 39.9844342530914, -75.1554447293028 39.9844693629404))",116,Temple University,2001-47 N BROAD ST,APT DORMITORY MAS.+OTHER,130319,777523500,1914002001,132206,132206.510131836,1528.76635256467
116,"POLYGON ((-75.1513108620404 40.0035282418248, -75.151607360442 40.0035659842005, -75.1516322707029 40.0034534674598, -75.1514183014723 40.0035032540189, -75.1513541543784 40.0035181798164, -75.1513146683764 40.0035273611935, -75.1513108620404 40.0035282418248))",117,Temple University Medical,1329 RISING SUN AVE,ROW CONV/APT 3STY MASONRY,188136,431056800,6860001329,1750,1750.08862304688,219.841869385249
117,"POLYGON ((-75.1573986021224 39.9839912503254, -75.1573896143757 39.9840345862658, -75.1576287779337 39.984066377717, -75.157638831037 39.9840231126783, -75.1573986021224 39.9839912503254))",118,Temple University,2029 N CARLISLE ST,ROW W BAS.GAR 3STY MASONR,200993,772504700,2140002029,1090,1090.43048095703,168.321467613266
118,"POLYGON ((-75.1499196203451 40.0059925043136, -75.1499469498284 40.0060824124574, -75.15014472672701 40.0060369353354, -75.1499196203451 40.0059925043136))",119,Temple University Medical,3500-02 GERMANTOWN AVE,VAC LAND COMM. < ACRE,214126,777542000,3666003500,970,970.715942382813,156.567204663195
119,"POLYGON ((-75.1536300474063 40.0056260879437, -75.15363438489641 40.005626669885, -75.1536425537906 40.0055901165183, -75.1536554496151 40.0055324411662, -75.15378580841551 40.0049492715732, -75.1534544209419 40.0049038945545, -75.1532991324478 40.0048821023834, -75.1532287216516 40.0048722564359, -75.1531615285683 40.0048626769481, -75.1531459802442 40.004930511602, -75.1530740577939 40.0052440455573, -75.15301954376039 40.0054816921685, -75.15330426351829 40.0055217908704, -75.15329058509541 40.0055802224632, -75.1533027425636 40.0055818678951, -75.1536300474063 40.0056260879437))",120,Temple University Medical,3400-26 N CARLISLE ST,PARKING LOT PRIVATE,216063,777534025,2140003400,41971,42905.5794677734,857.571014793226
120,"POLYGON ((-75.15868387630751 39.9790871454823, -75.158786879057 39.9790993527303, -75.15877275807961 39.9791646748007, -75.1587545483426 39.9792514875165, -75.1589001507496 39.9792680740934, -75.1590728032063 39.9792879796508, -75.1590812740053 39.9792889448686, -75.1590715291171 39.9793351335548, -75.15906922776929 39.9793438511983, -75.1590621176681 39.9793851996376, -75.15905266853041 39.9794280251953, -75.15934737880561 39.9794665645896, -75.1593564133132 39.9794241954776, -75.1593666626294 39.9793746645726, -75.15937730917921 39.9793251588526, -75.15938202537851 39.97930314895, -75.15940888530319 39.9791779714924, -75.1594196468948 39.9791282115766, -75.15943011290609 39.9790801208795, -75.1594394342381 39.9790395638758, -75.1594417232301 39.9790295719089, -75.15945195153969 39.9789789611058, -75.15945259382811 39.9789758166385, -75.15916190969649 39.978937772919, -75.1591555720656 39.9789369513731, -75.1591464894038 39.9789355704926, -75.15885590594 39.9788970759523, -75.1587283962298 39.9788807852087, -75.15868387630751 39.9790871454823))",121,Temple University,1701-23 N 15TH ST,AMUS REC COMPLEX MASONRY,265247,777572705,8807001701,30050,29575.5591430664,776.294138690611
121,"POLYGON ((-75.1576316291566 39.983241183926, -75.1576895068048 39.9832488749685, -75.1577423888547 39.9830092058249, -75.15768610680389 39.9830019716207, -75.1576316291566 39.983241183926))",122,Temple University,1418 W NORRIS ST,VAC LAND RES < ACRE,314876,321012600,6014001418,1392,1436.08319091797,209.473719628631
122,"POLYGON ((-75.152165908451 39.9840443752112, -75.15216134923909 39.9840655180433, -75.1527689923724 39.9841448135918, -75.1527733966077 39.9841244412079, -75.1527804994646 39.9840915732935, -75.1530615314153 39.9827911246214, -75.15245320889019 39.9827134259969, -75.1521727583464 39.9840126774319, -75.152165908451 39.9840443752112))",123,Temple University,2001-47 N 12TH ST,PARKING LOT PRIVATE,324646,202257310,8803002001,86500,86307.5505371094,1344.69484900464
123,"POLYGON ((-75.1512355182271 40.0037688995393, -75.1512263850297 40.0038092827881, -75.1515454667683 40.0038506639513, -75.1515546719277 40.0038083955768, -75.1512355182271 40.0037688995393))",124,Temple University Medical,3324 N PARK AVE,APTS  5-50 UNTS MASONRY,337122,431181400,6296003324,1345,1383.67767333984,211.754389562261
124,"POLYGON ((-75.15066183368511 40.0040687823271, -75.1506524792304 40.0041110787983, -75.15097032886671 40.0041551096637, -75.1509793858457 40.0041112747044, -75.15066183368511 40.0040687823271))",125,Temple University Medical,3341 N PARK AVE,ROW CONV/APT 3STY MASONRY,364015,431175400,6296003341,1436,1436.91003417969,212.571069921958
125,"POLYGON ((-75.1486753115219 40.0044733222024, -75.1486657604934 40.0045125199849, -75.14890125780229 40.0045460488204, -75.1489096392496 40.0045472541686, -75.14891964813199 40.0045070197578, -75.1486753115219 40.0044733222024))",126,Temple University Medical,3408 OLD YORK RD,VAC LAND RES < ACRE,409065,431139510,6130003408,1023,1023.38641357422,168.473334968762
126,"POLYGON ((-75.1503532206015 40.0037457474492, -75.1502819820825 40.0037613833599, -75.15025276194839 40.0038949671995, -75.1502347809942 40.0039736938168, -75.1504213327969 40.0039316536326, -75.1503532206015 40.0037457474492))",127,Temple University Medical,1301-03 RISING SUN AVE,ROW CONV/APT 3STY MASONRY,434829,431056100,6860001301,2644,2644.65191650391,224.035912561152
127,"POLYGON ((-75.15729887515 39.9849414550842, -75.15722483268441 39.9852698530967, -75.15729134102619 39.9852788024779, -75.15736575502891 39.9849499298772, -75.15729887515 39.9849414550842))",128,Temple University,1419 DIAMOND ST,VAC LAND COMM. < ACRE,438864,882964435,2844001419,2229,2303.40216064453,280.933038089552
128,"POLYGON ((-75.1595515511632 39.9793550458936, -75.1593283408737 39.980387046425, -75.15995351750151 39.980468570824, -75.15997537819879 39.9803673150517, -75.1599888930523 39.9803046876338, -75.1600267607043 39.9801292889176, -75.1600402222502 39.9800669819553, -75.1602527716057 39.9790823584589, -75.1600218992663 39.9790517602532, -75.15962843048909 39.9789996135652, -75.1596256040756 39.9790127037154, -75.1596024549972 39.9791197319945, -75.1595515511632 39.9793550458936))",129,Temple University,1710-50 N 15TH ST,OFF/BLD N/COMM W-PKG MASO,470668,777573005,8807001710,90693,90965.2421875,1379.50142862823
129,"POLYGON ((-75.1568959481379 39.9841192168883, -75.1568863600008 39.9841623473146, -75.1568760548911 39.9842115857585, -75.1568644905976 39.9842598127407, -75.1572546410957 39.9843107174621, -75.1572649865234 39.9842620115015, -75.1572752393558 39.9842146567769, -75.1572863301123 39.9841634853489, -75.15689741628179 39.9841125771224, -75.1568959481379 39.9841192168883))",130,Temple University,2024-28 N BROAD ST,APTS DORMITORY MASONRY,520529,772500010,1914002024,5940,6017.14929199219,330.231385321903
130,"POLYGON ((-75.16012029994219 39.9806366955827, -75.1601201991179 39.9806372510368, -75.160080082623 39.980828806523, -75.1601360186673 39.9808363498395, -75.1601774296371 39.9806443532187, -75.16012029994219 39.9806366955827))",131,Temple University,1531 W MONTGOMERY AVE,VAC LAND RES < ACRE,573852,777547000,5676001531,1112,1139.90368652344,173.947332016111
131,"POLYGON ((-75.1600086508263 39.9806217292614, -75.16000840378349 39.9806221877098, -75.15996722261769 39.9808135821812, -75.16002392837569 39.9808208735203, -75.16006511585719 39.9806298314722, -75.16006522814681 39.9806293132185, -75.1600086508263 39.9806217292614))",132,Temple University,1527 W MONTGOMERY AVE,VAC LAND RES < ACRE,573854,777545000,5676001527,1112,1141.36199951172,173.792136207139
132,"POLYGON ((-75.1495837190937 40.0055984276232, -75.1495708341069 40.0055556382918, -75.1492805869066 40.0056073324727, -75.1492705111563 40.005654207712, -75.1495837190937 40.0055984276232))",133,Temple University Medical,3441 GERMANTOWN AVE,STR/OFF+APTS 3STY MASONRY,324557,871566510,3666003441,1388,1388.134765625,206.831957103072
